type,coursecode,sectioncode,id,coursetitle
MUSC,2540,01,5891,"Instrumental Ensembles II"
MUSC,2550,01,5892,"Choral Ensembles I"
MUSC,2560,01,5893,"Choral Ensembles II"
MUSC,2570,01,5894,"Keyboard Accompaniment I"
MUSC,2580,01,5895,"Keyboard Accompaniment II"
MUSC,2660,01,5896,"Materials of Music I"
MUSC,3410,01,5897,"Applied Composition III"
MUSC,3420,01,5898,"Applied Composition IV"
MUSC,3500,01,5899,"Applied Music V"
MUSC,3510,01,5900,"Applied Music VI"
MUSC,3550,01,5901,"Advanced Music Ensemble I"
MUSC,3560,01,5902,"Advanced Music Ensemble II"
MUSC,3820,01,5903,"Topics in Ethnomusicology"
MUSC,3860,01,5904,"Topics in Digital Music"
MUSC,4200,01,5905,"Independent Project in Music"
MUSC,4401,01,5906,"Honours Music Recital"
MUSC,4402,01,5907,"Honours Music Recital"
NANO,1000,01,5908,"Introduction to Nanoscience"
NANO,2000,0101,5909,"Synth & Char of Nanomat I"
NANO,3500,0101,5911,"Thin Film Science"
NANO,3600,0101,5913,"Comptl Methods in Material Sci"
NANO,4100,01,5914,"Biological Nanomaterials"
NANO,4700,01,5915,"Concepts in Quantum Computing"
NANO,4910,01,6933,"Nanoscience Research Project I"
NEUR,2000,01,5916,"Introduction to Neuroscience"
NEUR,4000,01,5917,"Current Issues in Neuroscience"
NEUR,4401,01,5918,"Research in Neurosciences"
NEUR,4402,01,5919,"Research in Neurosciences"
NEUR,4450,01,5920,"Research in Neurosciences"
NUTR,1010,01,5922,"Introduction to Nutrition"
NUTR,2050,01,5923,"Nutrition Thru the Life Cycle"
NUTR,2150,01,5924,"Intro Nutritional & Food Sci"
NUTR,3210,01,5925,"Fundamentals of Nutrition"
NUTR,3330,01,5926,"Micronut., Phytochem., Health"
NUTR,3360,01,5927,"Lifestyle Genomics"
NUTR,3390,0101,5928,"Applied Nutr & Neutra Sci I"
NUTR,3390,0102,5929,"Applied Nutr & Neutra Sci I"
NUTR,4010,01,5930,"Nutritional Assessment"
NUTR,4040,01,5931,"Clinical Nutrition II"
NUTR,4070,01,5932,"Nutrition Education"
NUTR,4210,01,5933,"Nutrition, Exercise & Metab"
NUTR,4510,01,5934,"Toxicology, Nutrition & Food"
NUTR,4810,01,5935,"Thesis I"
NUTR,4910,01,5936,"Thesis II"
OAGR,4050,01,5937,"Design Organic Prod. Systems"
PATH,3610,DE,5954,"Principles of Disease"
PATH,4100,0101,5955,"Diseases of Aquatic Animals"
PBIO,3750,0101,5956,"Plant Tissue Culture"
PBIO,3750,0102,5957,"Plant Tissue Culture"
PBIO,4000,01,5958,"Molec & Cellular Asp of Plant"
PHIL,1010,0101,5959,"Intro Phil: Soc & Pol Issues"
PHIL,1010,0102,5960,"Intro Phil: Soc & Pol Issues"
PHIL,1010,0103,5961,"Intro Phil: Soc & Pol Issues"
PHIL,1010,0104,5962,"Intro Phil: Soc & Pol Issues"
PHIL,1010,0105,5963,"Intro Phil: Soc & Pol Issues"
PHIL,1010,0106,5964,"Intro Phil: Soc & Pol Issues"
PHIL,1010,0107,5965,"Intro Phil: Soc & Pol Issues"
PHIL,1010,0108,5966,"Intro Phil: Soc & Pol Issues"
PHIL,1010,0109,5967,"Intro Phil: Soc & Pol Issues"
PHIL,1010,0110,5968,"Intro Phil: Soc & Pol Issues"
PHIL,1010,0111,5969,"Intro Phil: Soc & Pol Issues"
PHIL,1010,0112,5970,"Intro Phil: Soc & Pol Issues"
PHIL,1010,0113,5971,"Intro Phil: Soc & Pol Issues"
PHIL,1010,0114,5972,"Intro Phil: Soc & Pol Issues"
PHIL,1010,0115,5973,"Intro Phil: Soc & Pol Issues"
PHIL,1030,0101,5974,"Sex, Love, & Friendship"
PHIL,1030,0102,5975,"Sex, Love, & Friendship"
PHIL,1030,0103,5976,"Sex, Love, & Friendship"
PHIL,1030,0104,5977,"Sex, Love, & Friendship"
PHIL,1030,0105,5978,"Sex, Love, & Friendship"
PHIL,1030,0106,5979,"Sex, Love, & Friendship"
PHIL,1030,0109,5982,"Sex, Love, & Friendship"
PHIL,1030,0110,5983,"Sex, Love, & Friendship"
PHIL,1050,0101,5984,"Ethics, Knowledge & Reality"
PHIL,1050,0103,5986,"Ethics, Knowledge & Reality"
PHIL,1050,0104,5987,"Ethics, Knowledge & Reality"
PHIL,1050,0105,5988,"Ethics, Knowledge & Reality"
PHIL,1050,0106,5989,"Ethics, Knowledge & Reality"
PHIL,1050,0107,5990,"Ethics, Knowledge & Reality"
PHIL,2030,0101,5991,"Philosophy of Medicine"
PHIL,2030,0102,5992,"Philosophy of Medicine"
PHIL,2030,0103,5993,"Philosophy of Medicine"
PHIL,2030,0104,5994,"Philosophy of Medicine"
PHIL,2030,0105,5995,"Philosophy of Medicine"
PHIL,2030,0106,5996,"Philosophy of Medicine"
PHIL,2100,0101,5997,"Critical Thinking"
PHIL,2100,0102,5998,"Critical Thinking"
PHIL,2100,0103,5999,"Critical Thinking"
PHIL,2100,0104,6000,"Critical Thinking"
PHIL,2100,0105,6001,"Critical Thinking"
PHIL,2100,0106,6002,"Critical Thinking"
PHIL,2120,0101,6003,"Ethics"
PHIL,2120,0102,6004,"Ethics"
PHIL,2120,0103,6005,"Ethics"
PHIL,2120,0104,6006,"Ethics"
PHIL,2120,0105,6938,"Ethics"
PHIL,2140,01,6007,"Ancient Greek Philosophy"
PHIL,2180,01,6008,"Philosophy of Science"
PHIL,2240,01,6009,"Knowledge & Belief"
PHIL,2280,01,6010,"Concepts Political Philosophy"
PHIL,3040,01,6011,"Philosophy of Law"
PHIL,3180,01,6012,"Philosophy of Mind"
PHIL,3190,01,6013,"Epistemology"
PHIL,3200,01,6014,"Continental Philosophy"
PHIL,3210,01,6015,"Women in History of Philosophy"
PHIL,3290,01,6016,"Advanced Ethical Theory"
PHIL,3300,01,6017,"Democracy & Its Critics"
PHIL,3710,01,6018,"Directed Reading"
PHIL,3710,02,6019,"Directed Reading"
PHIL,3710,03,6020,"Directed Reading"
PHIL,3710,04,6021,"Directed Reading"
PHIL,3710,05,6022,"Directed Reading"
PHIL,3720,01,6023,"Directed Reading"
PHIL,3720,02,6024,"Directed Reading"
PHIL,3720,03,6025,"Directed Reading"
PHIL,3720,04,6026,"Directed Reading"
PHIL,4140,01,6027,"Current Debates in Phil of Sci"
PHIL,4230,01,6028,"Crrnt Debates in Soc & Pol Phi"
PHIL,4710,01,6029,"Directed Reading"
PHIL,4710,02,6030,"Directed Reading"
PHIL,4710,03,6031,"Directed Reading"
PHIL,4710,04,6032,"Directed Reading"
PHIL,4720,01,6033,"Directed Reading"
PHIL,4720,02,6034,"Directed Reading"
PHIL,4720,03,6035,"Directed Reading"
PHIL,4720,04,6036,"Directed Reading"
PHIL,4720,05,6037,"Directed Reading"
PHIL,4720,06,6038,"Directed Reading"
PHIL,4720,07,6039,"Directed Reading"
PHIL,4800,01,6040,"Honours Phil Research Paper I"
PHIL,4800,02,6041,"Honours Phil Research Paper I"
PHIL,4820,01,6042,"Phil Research Presentation"
PHYS,1080,01,6059,"Physics for Life Sciences"
PHYS,1080,02,6060,"Physics for Life Sciences"
PHYS,1080,03,6061,"Physics for Life Sciences"
PHYS,1300,0105,6065,"Fundamentals of Physics"
PHYS,1300,0106,6066,"Fundamentals of Physics"
PHYS,1300,0107,6067,"Fundamentals of Physics"
PHYS,1300,0108,6068,"Fundamentals of Physics"
PHYS,1300,0109,6069,"Fundamentals of Physics"
PHYS,1300,0111,6070,"Fundamentals of Physics"
PHYS,1300,0112,6071,"Fundamentals of Physics"
PHYS,1300,0113,6072,"Fundamentals of Physics"
PHYS,1300,0114,6073,"Fundamentals of Physics"
PHYS,1300,0115,6074,"Fundamentals of Physics"
PHYS,1300,0116,6075,"Fundamentals of Physics"
PHYS,1300,0117,6076,"Fundamentals of Physics"
PHYS,1300,0118,6077,"Fundamentals of Physics"
PHYS,1300,0119,6078,"Fundamentals of Physics"
PHYS,1300,0122,6081,"Fundamentals of Physics"
PHYS,1300,0205,6090,"Fundamentals of Physics"
PHYS,1300,0206,6091,"Fundamentals of Physics"
PHYS,1300,0207,6092,"Fundamentals of Physics"
PHYS,1300,0208,6093,"Fundamentals of Physics"
PHYS,1300,0209,6094,"Fundamentals of Physics"
PHYS,1300,0210,6095,"Fundamentals of Physics"
PHYS,1300,0212,6096,"Fundamentals of Physics"
PHYS,1300,0213,6097,"Fundamentals of Physics"
PHYS,1300,0214,6098,"Fundamentals of Physics"
PHYS,1300,0215,6099,"Fundamentals of Physics"
PHYS,1300,0216,6100,"Fundamentals of Physics"
PHYS,1300,0217,6101,"Fundamentals of Physics"
PHYS,1300,0218,6102,"Fundamentals of Physics"
PHYS,1300,0219,6103,"Fundamentals of Physics"
PHYS,1300,0222,6105,"Fundamentals of Physics"
PHYS,1300,0305,6116,"Fundamentals of Physics"
PHYS,1300,0306,6117,"Fundamentals of Physics"
PHYS,1300,0307,6118,"Fundamentals of Physics"
PHYS,1300,0308,6119,"Fundamentals of Physics"
PHYS,1300,0309,6120,"Fundamentals of Physics"
PHYS,1300,0310,6121,"Fundamentals of Physics"
PHYS,1300,0311,6122,"Fundamentals of Physics"
PHYS,1300,0312,6123,"Fundamentals of Physics"
PHYS,1300,0313,6124,"Fundamentals of Physics"
PHYS,1300,0314,6125,"Fundamentals of Physics"
PHYS,1300,0315,6126,"Fundamentals of Physics"
PHYS,1300,0316,6127,"Fundamentals of Physics"
PHYS,1300,0317,6128,"Fundamentals of Physics"
PHYS,1300,0318,6129,"Fundamentals of Physics"
PHYS,1300,0319,6130,"Fundamentals of Physics"
PHYS,1300,0322,6133,"Fundamentals of Physics"
PHYS,1600,DE,6138,"Contemporary Astronomy"
PHYS,2240,01,6139,"Thermal Physics"
PHYS,2330,0101,6140,"Electricity and Magnetism I"
PHYS,2600,DE,6141,"General Astronomy"
PHYS,3130,01,6142,"Mathematical Physics"
PHYS,3170,01,6143,"Radiation Interactions"
PHYS,3230,0101,6144,"Quantum Mechanics I"
PHYS,3400,01,6145,"Advanced Mechanics"
PHYS,4001,01,6146,"Research in Physics"
PHYS,4120,01,6147,"Atomic & Molecular Physics"
PHYS,4180,01,6148,"Adv Electromagnetic Theory"
PHYS,4240,01,6149,"Statistical Physics II"
PHYS,4500,01,6150,"Advanced Physics Laboratory"
POLS,1150,01,6172,"Understanding Politics"
POLS,1400,01,6173,"Issues in Canadian Politics"
POLS,1400,DE,6174,"Issues in Canadian Politics"
POLS,1500,01,6175,"World Politics"
POLS,2080,01,6176,"Development & Underdevelopment"
POLS,2200,01,6177,"International Relations"
POLS,2300,01,6178,"Cdn Government & Politics"
POLS,2300,DE,6179,"Cdn Government & Politics"
POLS,2350,01,6180,"Law and Politics"
POLS,3000,01,6181,"Politics of Africa"
POLS,3050,01,6182,"Can Parties, Elections, Groups"
POLS,3130,01,6183,"Law, Pol & Judicial Process"
POLS,3130,02,6184,"Law, Pol & Judicial Process"
POLS,3160,01,6185,"Women & Politics in 3rd World"
POLS,3180,0101,6186,"Research Methods I"
POLS,3180,0102,6187,"Research Methods I"
POLS,3180,0103,6188,"Research Methods I"
POLS,3180,0104,6189,"Research Methods I"
POLS,3180,0105,6190,"Research Methods I"
POLS,3180,0106,6191,"Research Methods I"
POLS,3230,01,6192,"Modern Political Thought"
POLS,3250,01,6193,"Public Policy: Challenges & Pr"
POLS,3300,01,6194,"Governing Criminal Justice"
POLS,3300,DE,6195,"Governing Criminal Justice"
POLS,3320,01,6196,"Politics of Aid & Development"
POLS,3370,01,6197,"Enviro Politics & Governance"
POLS,3440,DE,6198,"Corrupt. Scandal & Pol. Ethics"
POLS,3450,01,6199,"European Govern & Politics"
POLS,3470,01,6200,"Bus/Gov't Relations in Canada"
POLS,3490,01,6201,"Conflict & Conflict Resolution"
POLS,3920,01,6202,"Modern China"
POLS,3960,01,6203,"Sel Topics in Political Sci"
POLS,3960,SA,7093,"Sel Topics in Political Sci"
POLS,4050,01,6204,"Adv Topics in Law & Politics"
POLS,4060,01,6205,"Adv Lecture in Law & Politics"
POLS,4100,01,6206,"Women, Justice & Public Policy"
POLS,4140,01,6207,"Conceptions of Canada"
POLS,4250,01,6208,"Topics in Public Management"
POLS,4260,01,6209,"Topics in Public Policy"
POLS,4710,01,6210,"Topics in Comparative Politics"
POLS,4770,01,6211,"Adv Lecture in Intl Relations"
POLS,4900,01,6212,"Seminar in Political Science"
POLS,4910,01,6213,"Sel Topics in Political Sci"
POLS,4930,01,6214,"Selected Topics in Poli Sci"
POLS,4970,01,6215,"Hons. Poli. Sci. Research I"
POLS,4980,01,6216,"Hons. Poli. Sci. Research II"
POPM,3240,DE,6228,"Epidemiology"
POPM,4040,01,6229,"Epidem of Food-borne Diseases"
POPM,4230,01,6230,"Animal Health"
PORT,1100,01,6249,"Introductory Portuguese"
PSYC,1000,01,6250,"Introduction to Psychology"
PSYC,1000,02,6251,"Introduction to Psychology"
PSYC,1010,01,6252,"Making Sense of Data"
PSYC,1010,02,6253,"Making Sense of Data"
PSYC,1300,0101,6254,"Learning Disabilities"
PSYC,1300,0102,6255,"Learning Disabilities"
PSYC,1500,0101,6256,"Foundational Skills in Psych"
PSYC,1500,0102,6257,"Foundational Skills in Psych"
PSYC,1500,0103,6258,"Foundational Skills in Psych"
PSYC,1500,0104,6259,"Foundational Skills in Psych"
PSYC,1500,0105,6260,"Foundational Skills in Psych"
PSYC,1500,0106,6261,"Foundational Skills in Psych"
PSYC,1500,0107,6262,"Foundational Skills in Psych"
PSYC,2070,0101,6654,"Teams Leadership & Prof Beh"
PSYC,2070,0102,6655,"Teams Leadership & Prof Beh"
PSYC,2070,0103,6656,"Teams Leadership & Prof Beh"
PSYC,2070,0104,6657,"Teams Leadership & Prof Beh"
PSYC,2070,0105,6658,"Teams Leadership & Prof Beh"
PSYC,2070,0106,6659,"Teams Leadership & Prof Beh"
PSYC,2310,01,6263,"Social Psychology"
PSYC,2330,01,6264,"Principles of Learning"
PSYC,2360,0101,6265,"Psych Methods & Statistics"
PSYC,2360,0102,6266,"Psych Methods & Statistics"
PSYC,2360,0103,6267,"Psych Methods & Statistics"
PSYC,2360,0104,6268,"Psych Methods & Statistics"
PSYC,2360,0105,6269,"Psych Methods & Statistics"
PSYC,2360,0106,6270,"Psych Methods & Statistics"
PSYC,2360,0107,6271,"Psych Methods & Statistics"
PSYC,2360,0108,6272,"Psych Methods & Statistics"
PSYC,2360,0109,6273,"Psych Methods & Statistics"
PSYC,2360,0110,6274,"Psych Methods & Statistics"
PSYC,2410,01,6275,"Behavioural Neuroscience I"
PSYC,2450,01,6276,"Developmental Psychology"
PSYC,2650,DE,6277,"Cognitive Psychology"
PSYC,3000,01,6709,"Historical & Crit Persp on Psy"
PSYC,3100,01,6278,"Evolutionary Psychology"
PSYC,3240,01,6279,"Independent Research"
PSYC,3250,01,6280,"Psychological Measurement"
PSYC,3270,01,6281,"Cognitive Neuroscience"
PSYC,3280,01,6282,"Minds, Brains & Machines"
PSYC,3290,0101,6283,"Statistical Analysis in Psych"
PSYC,3290,0102,6284,"Statistical Analysis in Psych"
PSYC,3290,0103,6285,"Statistical Analysis in Psych"
PSYC,3290,0104,6286,"Statistical Analysis in Psych"
PSYC,3290,0105,6287,"Statistical Analysis in Psych"
PSYC,3330,01,6288,"Memory and Attention"
PSYC,3410,0101,6289,"Behavioural Neuroscience II"
PSYC,3410,0102,6290,"Behavioural Neuroscience II"
PSYC,3410,0103,6291,"Behavioural Neuroscience II"
PSYC,3410,0104,6292,"Behavioural Neuroscience II"
PSYC,3410,0105,6293,"Behavioural Neuroscience II"
PSYC,3410,0106,6294,"Behavioural Neuroscience II"
PSYC,3490,01,6295,"Social & Organizational Psych"
PSYC,3800,DE,6296,"Psychology and Education"
PSYC,3910,01,6297,"Psychology Externship"
PSYC,4240,01,6298,"Adv Independent Research"
PSYC,4330,01,6299,"Advanced Topics in I/O Psyc"
PSYC,4470,01,6300,"Adv Topics in Beh & Cogn Neur"
PSYC,4540,01,6301,"Practical Applications of Psyc"
PSYC,4570,01,6302,"Special Topics in Applied Psyc"
PSYC,4580,01,6303,"Spec Topics in Behav Sciences"
PSYC,4780,01,6304,"Adv Res Methods & Statistics"
PSYC,4870,01,6305,"Honours Thesis I"
PSYC,4880,0101,6306,"Honours Thesis II"
REAL,1820,01,6339,"Real Estate and Housing"
REAL,1820,02,6340,"Real Estate and Housing"
REAL,2850,01,6341,"Service Learning in Housing"
REAL,2850,02,6342,"Service Learning in Housing"
REAL,3810,01,6343,"Real Estate Market Analysis"
REAL,4820,01,6345,"Real Estate Appraisal"
REAL,4840,01,6346,"Housing & Real Estate Law"
REAL,4870,01,6347,"Sustainable Real Estate"
SART,1050,0101,6364,"Foundation Studio"
SART,1050,0102,6365,"Foundation Studio"
SART,1050,0103,6366,"Foundation Studio"
SART,1060,0101,6367,"Core Studio"
SART,1060,0102,6368,"Core Studio"
SART,1060,0103,6369,"Core Studio"
SART,2090,01,6370,"Drawing I"
SART,2090,02,6371,"Drawing I"
SART,2200,01,6373,"Painting I"
SART,2300,01,6375,"Sculpture I"
SART,2300,02,6376,"Sculpture I"
SART,2460,01,6377,"Printmaking I"
SART,2610,01,6379,"Photography I"
SART,2700,01,6381,"Digital Media I"
SART,2800,01,6382,"Extended Practices I"
SART,3090,01,6383,"Drawing II"
SART,3200,01,6384,"Painting II"
SART,3300,01,6385,"Sculpture II"
SART,3480,01,6387,"Digital Media III"
SART,3660,01,6765,"Printmaking II"
SART,3750,01,6388,"Photography II"
SART,3770,01,6389,"Extended Practices II"
SART,3800,01,6390,"Experiential Learning I"
SART,3900,01,6391,"Experiential Learning II"
SART,4090,01,6392,"Drawing III"
SART,4200,01,6393,"Painting III"
SART,4300,01,6394,"Sculpture III"
SART,4330,01,6395,"Senior Sculpture"
SART,4410,01,6396,"Printmaking III"
SART,4660,01,6397,"Topics in Extended Practices"
SART,4670,01,6398,"Topics in Extended Practices"
SART,4700,01,6399,"Photography III"
SART,4750,01,6400,"Specialized Studio Practice I"
SOAN,2040,01,6401,"Globalization: Work & Organiz"
SOAN,2111,01,6402,"Classical Theory"
SOAN,2111,02,6403,"Classical Theory"
SOAN,2120,01,6404,"Introductory Methods"
SOAN,2120,02,6405,"Introductory Methods"
SOAN,2290,01,6406,"Identities & Cultural Diver"
SOAN,2400,01,6407,"Introduction to Gender Systems"
SOAN,3100,01,6408,"Gender Perspectives/Families"
SOAN,3120,01,6409,"Quantitative Methods"
SOAN,3120,0201,6410,"Quantitative Methods"
SOAN,3120,0202,6411,"Quantitative Methods"
SOAN,3120,0203,6412,"Quantitative Methods"
SOAN,3120,0204,6413,"Quantitative Methods"
SOAN,3120,0205,6414,"Quantitative Methods"
SOAN,3120,0206,6415,"Quantitative Methods"
SOAN,3240,01,6416,"Gender & Global Inequality I"
SOAN,3680,01,6417,"Perspectives on Development"
SOAN,4220,01,6418,"Gender & Change/Rural Canada"
SOAN,4250,01,6419,"Energy and Society"
SOC,1100,01,6420,"Sociology"
SOC,1100,02,6421,"Sociology"
SOC,1100,DE,6422,"Sociology"
SOC,1500,01,6423,"Crime and Criminal Justice"
SOC,1500,02,6424,"Crime and Criminal Justice"
SOC,2010,01,6425,"Canadian Society"
SOC,2070,01,6426,"Social Deviance"
SOC,2280,01,6427,"Society and Environment"
SOC,2390,01,6428,"Class and Stratification"
SOC,2700,01,6429,"Criminological Theory"
SOC,2760,DE,6430,"Homicide"
SOC,3310,01,6431,"Contemporary Theory"
SOC,3380,01,6432,"Society and Nature"
SOC,3710,01,6433,"Youth Justice"
SOC,3740,01,6434,"Corrections and Penology"
SOC,3750,01,6435,"Police in Society"
SOC,3850,01,6436,"Seminar in Sociology"
SOC,3950,01,6437,"Special Projects in Sociology"
SOC,4010,01,6438,"Violence and Society"
SOC,4010,02,6439,"Violence and Society"
SOC,4030,01,6440,"Advanced Topics in Criminology"
SOC,4030,02,6441,"Advanced Topics in Criminology"
SOC,4030,03,6442,"Advanced Topics in Criminology"
SOC,4410,01,6443,"Women, Work & Public Policy"
SOC,4420,01,6444,"Sociology of Food Systems"
SOC,4450,01,6445,"Semiotics: Theory & Methodolog"
SOC,4880,01,6446,"Special Projects in Sociology"
SOC,4890,01,6447,"Special Projects in Sociology"
SOC,4900,01,6448,"Honours Sociology Thesis I"
SOC,4910,01,6449,"Honours Sociology Thesis II"
SPAN,1100,0101,6461,"Introductory Spanish I"
SPAN,1100,0102,6462,"Introductory Spanish I"
SPAN,1100,0103,6463,"Introductory Spanish I"
SPAN,1100,0104,6464,"Introductory Spanish I"
SPAN,1100,0105,6465,"Introductory Spanish I"
SPAN,1100,0106,6466,"Introductory Spanish I"
SPAN,1100,0107,6467,"Introductory Spanish I"
SPAN,1100,0108,6468,"Introductory Spanish I"
SPAN,1100,0109,6469,"Introductory Spanish I"
SPAN,1100,0110,6470,"Introductory Spanish I"
SPAN,1100,0111,6471,"Introductory Spanish I"
SPAN,1100,0112,6472,"Introductory Spanish I"
SPAN,1100,0201,6473,"Introductory Spanish I"
SPAN,1100,0202,6474,"Introductory Spanish I"
SPAN,1100,0203,6475,"Introductory Spanish I"
SPAN,1100,0204,6476,"Introductory Spanish I"
SPAN,1100,0205,6477,"Introductory Spanish I"
SPAN,1100,0206,6478,"Introductory Spanish I"
SPAN,1100,0207,6479,"Introductory Spanish I"
SPAN,1100,0208,6480,"Introductory Spanish I"
SPAN,1100,0209,6481,"Introductory Spanish I"
SPAN,1100,0210,6482,"Introductory Spanish I"
SPAN,1100,0211,6483,"Introductory Spanish I"
SPAN,1100,0212,6484,"Introductory Spanish I"
SPAN,1100,0301,6485,"Introductory Spanish I"
SPAN,1100,0302,6486,"Introductory Spanish I"
SPAN,1100,0303,6487,"Introductory Spanish I"
SPAN,1100,0304,6488,"Introductory Spanish I"
SPAN,1100,0305,6489,"Introductory Spanish I"
SPAN,1100,0306,6490,"Introductory Spanish I"
SPAN,1100,0307,6491,"Introductory Spanish I"
SPAN,1100,0308,6492,"Introductory Spanish I"
SPAN,1100,0309,6493,"Introductory Spanish I"
SPAN,1100,0310,6494,"Introductory Spanish I"
SPAN,1100,0311,6495,"Introductory Spanish I"
SPAN,1100,0312,6496,"Introductory Spanish I"
SPAN,1110,0101,6509,"Introductory Spanish II"
SPAN,1110,0102,6510,"Introductory Spanish II"
SPAN,1110,0103,6511,"Introductory Spanish II"
SPAN,2000,0101,6512,"Intermediate Spanish I"
SPAN,2000,0102,6513,"Intermediate Spanish I"
SPAN,2000,0103,6514,"Intermediate Spanish I"
SPAN,2010,0101,6515,"Intermediate Spanish II"
SPAN,2010,0102,6516,"Intermediate Spanish II"
SPAN,2010,0103,6517,"Intermediate Spanish II"
SPAN,2040,01,6518,"Culture of Spain"
SPAN,3210,01,6519,"Topics in Hispanic Studies"
SPAN,3220,01,6520,"Literature and Arts I"
SPAN,3500,01,6521,"Advanced Spanish I"
SPAN,3800,01,6522,"Directed Readings in Hisp Stud"
SPAN,3800,02,6523,"Directed Readings in Hisp Stud"
SPAN,4840,01,6524,"Research Paper in Hispanic Std"
SPAN,4840,02,6525,"Research Paper in Hispanic Std"
SPAN,4840,03,6526,"Research Paper in Hispanic Std"
SPAN,4840,04,6527,"Research Paper in Hispanic Std"
STAT,2040,01,6528,"Statistics I"
STAT,2050,01,6529,"Statistics II"
STAT,2060,01,6530,"Stats for Business Decisions"
STAT,2060,02,6531,"Stats for Business Decisions"
STAT,2080,01,6532,"Intro Applied Statistics I"
STAT,2120,01,6533,"Prob & Stats for Engineers"
STAT,3100,01,6534,"Intro Mathematical Stats I"
STAT,3240,0101,6535,"Applied Regression Analysis"
STAT,3320,01,6536,"Sampling Theory With Applicns"
STAT,4350,01,6537,"Appl Multivar Stat Methods"
STAT,4360,01,6538,"Applied Time Series Analysis"
STAT,4600,01,6539,"Adv Research Project in Stats"
THST,1040,01,6545,"Introduction to Performance"
THST,1200,01,6546,"The Language of Media"
THST,2120,01,6547,"Writing for Performance"
THST,2120,02,6548,"Writing for Performance"
THST,2190,0101,6549,"Theatre Workshop II"
THST,3170,01,6550,"Special Topics"
THST,3190,0101,6551,"Theatre Workshop III"
THST,4240,01,6554,"Theatrical Org & Culture"
THST,4270,01,6555,"Research Seminar I"
THST,4500,0101,6661,"Performance Praxis II"
TOX,2000,01,6560,"Principles of Toxicology"
TOX,3300,0101,6561,"Analytical Toxicology"
TOX,3300,0102,6562,"Analytical Toxicology"
TOX,3300,0103,6563,"Analytical Toxicology"
TOX,3300,0104,6963,"Analytical Toxicology"
TOX,4000,01,6564,"Medical Toxicology"
TOX,4590,01,6565,"Biochemical Toxicology"
TOX,4900,01,6566,"Toxicology Research Project I"
TOX,4910,01,6567,"Toxicology Research Project II"
UNIV,1200,01,6572,"ST:IMPROV(e) LIFE"
UNIV,1200,02,6573,"ST:History of Stuff"
UNIV,1200,03,6574,"ST:Outdoor School"
UNIV,1200,04,6575,"ST:Singing Sociologist"
UNIV,1200,05,6576,"ST:MakingThingsPerfectlyQueer"
UNIV,1200,07,6578,"ST:The Humanitarian Game"
UNIV,1200,08,6579,"ST:BldgCareerinthe21stCentury"
UNIV,1200,09,6580,"ST:Healthy Communities"
UNIV,1200,10,6581,"ST:Art in the 21st Century"
UNIV,1200,11,6582,"ST:Why We Make"
UNIV,1200,12,6583,"ST:Feeding 9 Billion"
UNIV,1200,13,6584,"ST:Exploring Creative Process"
UNIV,1200,14,6585,"ST:Science Hack"
UNIV,1200,15,6586,"ST:Fire Floods & Rising Tides"
UNIV,1200,16,6587,"ST:Jamaica's Impact Community"
UNIV,1200,18,6589,"ST:1/3of YourLife Eyes Closed"
UNIV,1200,19,6590,"ST:Bee Land"
UNIV,1200,20,6591,"St:explore Expressiongraffiti"
UNIV,1200,21,6592,"ST:People Believe WeirdThings"
UNIV,1200,22,6593,"ST:Human Rights in Education"
UNIV,1250,01,6597,"Exper Lrn Op I: Peer Helper"
UNIV,1260,01,6598,"Exper Lrn Op II: Peer Helper"
UNIV,2200,01,6599,"Towards Sustainability"
UNIV,2250,01,6600,"Exper Lrn Op III: Peer Helper"
UNIV,2260,01,6601,"Exper Lrn Op IV: Peer Helper"
UNIV,2410,01,6602,"Engaged Global Citizenship"
UNIV,4200,01,6603,"IDEAS Congress"
UNIV,4210,01,7030,"IDEAS Congress"
WMST,1000,0101,6620,"Intro to Women's Studies"
WMST,1000,0102,6621,"Intro to Women's Studies"
WMST,1000,0103,6622,"Intro to Women's Studies"
WMST,1000,0104,6623,"Intro to Women's Studies"
WMST,1000,0105,6624,"Intro to Women's Studies"
WMST,1000,0106,6625,"Intro to Women's Studies"
WMST,1000,0107,6626,"Intro to Women's Studies"
WMST,1000,0108,6627,"Intro to Women's Studies"
WMST,1000,0110,6629,"Intro to Women's Studies"
WMST,1000,0111,6630,"Intro to Women's Studies"
WMST,1000,0112,6631,"Intro to Women's Studies"
ZOO,2090,0101,6632,"Vertebrate Structure & Functio"
ZOO,2090,0102,6633,"Vertebrate Structure & Functio"
ZOO,2090,0103,6634,"Vertebrate Structure & Functio"
ZOO,2090,0104,6635,"Vertebrate Structure & Functio"
ZOO,2090,0105,6636,"Vertebrate Structure & Functio"
ZOO,3000,0101,6638,"Comparative Histology"
ZOO,3000,0102,6639,"Comparative Histology"
ZOO,3600,01,6640,"Comparative Animal Phys I"
ZOO,3610,01,6641,"Lab Studies in Animal Phys I"
ZOO,3610,02,6642,"Lab Studies in Animal Phys I"
ZOO,3610,03,6643,"Lab Studies in Animal Phys I"
ZOO,3610,04,6644,"Lab Studies in Animal Phys I"
ZOO,3700,0101,6646,"Integrative Biology of Inverte"
ZOO,3700,0102,6647,"Integrative Biology of Inverte"
ZOO,3700,0103,6648,"Integrative Biology of Inverte"
ZOO,4070,01,6649,"Animal Behaviour"
